year,county_name,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_
2022,Marion County; Florida,378225,182704,195521,93.4,17840,18178,21977,19432,18887,40857,38084,41694,26805,25220,58527,37752,12972,48.5,70465,316405,307760,297142,124071,109251,307760,146509,161251,90.9,109251,50205,59046,85.0,378225,345612,32613,345612,281422,46704,610,172,0,0,12,5980,2105,12,083,968,772,350,432,841,512,54,21,33,0,0,10842,32613,4188,2419,1922,20606,232,1215,378225,311945,53925,4546,8664,314,33334,378225,56818,10114,27121,6502,13081,321407,256840,45305,485,5890,47,1427,11413,1864,9549,179079,297666,141032,156634
2022,Martin County; Florida,159399,78808,80591,97.8,6310,6623,7789,7608,7213,14593,14849,18628,11451,13659,24886,18685,7105,53.2,25580,136703,133819,129621,58931,50676,133819,66016,67803,97.4,50676,23344,27332,85.4,159399,148340,11059,148340,132109,8637,172,13,0,0,0,2462,657,12,085,514,731,10,26,163,361,3,0,0,0,3,4957,11059,1387,754,473,7414,49,349,159399,142660,10601,1422,3067,110,13092,159399,22778,6075,3487,2294,10922,136621,122277,7935,126,2359,3,558,3363,1009,2354,81593,127485,62338,65147
2022,Miami-Dade County; Florida,2688237,1318559,1369678,96.3,148893,143447,154675,158219,164166,368729,368119,387494,189944,157992,240997,139767,65795,40.6,540286,2211003,2147951,2051466,536025,446559,2147951,1042956,1104995,94.4,446559,186430,260129,71.7,2688237,1904720,783517,1904720,1259156,426417,6450,404,0,17,18,41646,11112,12,086,12368,5923,1042,2037,1902,7262,544,91,173,57,223,170507,783517,17290,3036,7533,717179,641,18652,2688237,2016623,474825,14704,58035,2536,918725,2688237,1848739,61740,87859,950837,748303,839498,350398,399445,1832,39384,483,10593,37363,14253,23110,1075278,1635637,772538,863099
2022,Monroe County; Florida,82044,42677,39367,108.4,3718,3110,3944,3518,3509,9517,10127,11566,6881,6857,11636,6086,1575,48.3,12862,70880,69182,67358,23103,19297,69182,36083,33099,109.0,19297,9983,9314,107.2,82044,71594,10450,71594,62079,5716,49,0,0,0,0,893,171,12,087,175,135,6,56,142,208,136,0,27,109,0,2721,10450,350,631,697,7925,45,130,82044,72259,6438,857,1819,387,11134,82044,21068,1768,1249,12703,5348,60976,52339,5069,9,783,124,404,2248,285,1963,54034,63131,33036,30095
2022,Nassau County; Florida,91538,45302,46236,98.0,4415,5279,5087,4625,4293,10012,10678,11966,7447,6695,12672,6729,1640,46.3,17888,75622,73650,71353,25030,21041,73650,36202,37448,96.7,21041,9933,11108,89.4,91538,87630,3908,87630,80013,5013,237,19,0,0,0,939,205,12,089,194,416,24,42,36,22,28,21,7,0,0,1400,3908,881,494,580,1488,0,40,91538,83788,6218,835,1658,137,3137,91538,4579,1663,755,352,1809,86959,77891,5001,236,903,28,442,2458,487,1971,42121,72587,35691,36896
2022,Okaloosa County; Florida,212021,107993,104028,103.8,13297,13505,13029,11853,14332,32912,27304,22999,14414,13812,20551,10735,3278,37.1,47292,170014,164729,157625,42443,34564,164729,83924,80805,103.9,34564,15873,18691,84.9,212021,194054,17967,194054,158058,19991,682,49,0,0,2,7151,1060,12,091,664,2674,236,601,523,1393,591,203,62,52,274,7581,17967,3168,2044,2869,6074,114,216,212021,174899,25669,3804,11489,1389,15311,212021,21317,7147,4276,772,9122,190704,151067,19679,250,6784,237,914,11773,2013,9760,101408,157727,80525,77202
2022,Okeechobee County; Florida,39870,21440,18430,116.3,2403,2180,2446,2404,2085,4941,5249,5030,2619,2809,4005,2822,877,40.8,8515,32474,31355,30007,9438,7704,31355,16858,14497,116.3,7704,3615,4089,88.4,39870,36926,2944,36926,30033,3241,58,0,0,0,0,384,0,12,093,30,191,0,19,74,70,13,0,13,0,0,3197,2944,325,398,92,1772,61,39,39870,32682,3754,631,626,28,5146,39870,10661,7449,724,737,1751,29209,24624,3068,58,343,7,174,935,26,909,18496,29186,15387,13799
2022,Orange County; Florida,1427403,704643,722760,97.5,82050,84208,89026,97218,108872,232382,207950,185362,86889,75812,107551,49734,20349,35.9,308436,1153231,1118967,1052481,221316,177634,1118967,546904,572063,95.6,177634,77966,99668,78.2,1427403,1208976,218427,1208976,731351,291433,4004,333,36,2,4,75431,25469,12,095,14503,9752,1217,2393,14588,7509,1348,287,126,116,819,105409,218427,19372,4840,11312,155904,2083,9701,1427403,931497,332189,16208,94041,3623,278030,1427403,469883,43039,203776,39287,183781,957520,535722,276200,1186,74033,1162,12399,56818,19909,36909,565109,981684,479796,501888
2022,Osceola County; Florida,393745,195519,198226,98.6,23686,26037,27896,27676,26569,55803,58202,52573,22152,21238,31335,14829,5749,36.6,94791,310997,298954,283778,64414,51913,298954,146683,152271,96.3,51913,23106,28807,80.2,393745,328262,65483,328262,195489,42932,1497,158,0,0,0,10794,2986,12,097,1125,3823,108,164,509,2079,242,0,34,42,166,77308,65483,4379,1240,1130,46790,397,4629,393745,252660,57236,5490,15445,1161,132494,393745,220780,10448,116930,12000,81402,172965,112392,36629,332,10314,76,2634,10588,3110,7478,156976,259572,127810,131762
2022,Palm Beach County; Florida,1494805,729568,765237,95.3,73548,75192,82114,83566,80962,173559,174261,185891,102369,98314,176887,127226,60916,45.2,281121,1246799,1213684,1164325,421968,365029,1213684,586104,627580,93.4,365029,161978,203051,79.8,1494805,1321072,173733,1321072,919163,276750,3486,217,22,46,14,42126,13161,12,099,7798,4662,896,1554,6714,7341,847,283,157,316,91,78700,173733,17417,4882,7268,126451,838,4909,1494805,1083052,308121,12517,54371,2479,216453,1494805,350700,54748,51661,62506,181785,1144105,773159,270090,836,41602,638,9446,48334,17978,30356,708303,1056417,504502,551915
2022,Pasco County; Florida,569211,278905,290306,96.1,28054,31250,35018,32914,30022,63782,71354,74050,37814,38758,68885,42938,14372,43.9,114850,468117,454361,436283,150233,126195,454361,220254,234107,94.1,126195,57471,68724,83.6,569211,516230,52981,516230,444803,34035,1407,161,158,5,10,16234,5576,12,101,3022,3121,142,554,2211,1608,362,30,186,1,145,19389,52981,8224,3249,3745,31117,265,2107,569211,494398,47359,6363,21464,1011,55252,569211,99192,16933,36736,12448,33075,470019,400621,32118,857,16052,348,2156,17867,3594,14273,259083,433172,210315,222857
2022,Pinellas County; Florida,959918,464021,495897,93.6,38742,41757,43239,43946,46784,115442,107893,121820,76930,78033,132078,78455,34799,48.8,150931,826650,808987,783470,290294,245332,808987,386982,422005,91.7,245332,109612,135720,80.8,959918,891072,68846,891072,738122,96357,2156,380,67,7,147,33912,5879,12,103,3020,5903,560,1481,10415,6654,809,81,105,48,575,19716,68846,12806,4498,6252,36423,831,1715,959918,802538,115451,9652,42875,2422,60570,959918,99956,20857,28029,17268,33802,859962,695118,94392,1192,33372,705,3677,31506,6089,25417,516276,770943,368688,402255
2022,Polk County; Florida,736229,363269,372960,97.4,41109,43030,48584,47725,46089,96563,90952,86912,44780,43970,81521,48174,16820,39.8,161066,594132,575163,545159,173190,146515,575163,280743,294420,95.4,146515,67145,79370,84.6,736229,669144,67085,669144,474356,109389,2190,197,11,245,57,12972,4261,12,105,1628,2943,404,483,919,2334,302,16,76,0,210,69935,67085,9109,3356,2893,42115,530,3540,736229,535249,125934,8167,17828,834,119114,736229,192804,54027,81786,14590,42401,543425,400555,105841,1063,12503,246,4321,18896,4098,14798,320023,536828,261460,275368
2022,Putnam County; Florida,73604,36564,37040,98.7,4110,4334,4556,4205,3743,8346,7429,8271,5596,5745,10288,5388,1593,45.1,15663,59578,57941,55636,20285,17269,57941,28589,29352,97.4,17269,8300,8969,92.5,73604,67902,5702,67902,54928,11620,182,77,0,0,10,431,2,12,107,115,45,0,13,15,241,0,0,0,0,0,741,5702,852,566,194,3656,29,8,73604,60503,12733,853,688,77,4682,73604,7727,4742,1663,495,827,65877,51852,11490,181,417,0,151,1786,252,1534,36183,55731,27241,28490
2022,St. Johns County; Florida,278722,136822,141900,96.4,13011,16461,19146,17587,13698,25541,37448,38593,20011,19470,34775,16984,5997,44.0,59977,225790,218745,209414,68538,57756,218745,106229,112516,94.4,57756,26567,31189,85.2,278722,261128,17594,261128,232319,15352,335,131,0,48,0,8721,3209,12,109,1336,1277,65,452,549,1833,174,99,69,0,6,4227,17594,1707,1335,2556,10527,12,136,278722,249326,17649,2308,12023,415,15531,278722,22235,2727,6015,3413,10080,256487,222891,14605,209,8650,174,1226,8732,2741,5991,120920,211193,102399,108794
2022,St. Lucie County; Florida,334682,164702,169980,96.9,16444,16679,20665,18707,17407,38274,37694,40117,23453,23677,44610,28806,8149,45.3,65662,276707,269020,258143,95913,81565,269020,130880,138140,94.7,81565,38174,43391,88.0,334682,301943,32739,301943,211265,68373,1143,153,0,0,0,6691,1372,12,111,745,2385,186,298,818,887,176,38,9,60,69,14295,32739,5494,1207,891,21554,394,1014,334682,241923,76438,3768,8188,484,38207,334682,69088,14031,18966,8107,27984,265594,179974,66174,432,6624,149,1820,10421,2345,8076,150054,251212,121918,129294
2022,Santa Rosa County; Florida,188994,97011,91983,105.5,10179,11058,12595,11185,10777,25372,26127,24462,13162,13210,19082,8747,3038,40.0,41211,152728,147783,142191,38303,30867,147783,75716,72067,105.1,30867,14468,16399,88.2,188994,175484,13510,175484,155936,11060,490,34,21,0,0,3785,197,12,113,390,1739,348,431,450,230,398,6,125,0,267,3815,13510,1844,2500,2529,4549,127,329,188994,168541,13977,3816,7246,758,9308,188994,11652,4294,2253,1085,4020,177342,151252,10774,353,3578,319,1570,9496,1848,7648,76585,144984,74462,70522
2022,Sarasota County; Florida,439392,210554,228838,92.0,14639,15302,19577,19131,18005,36388,37371,46792,31874,36385,81685,58940,23303,57.1,61315,386174,378077,367158,186158,163928,378077,178936,199141,89.9,163928,74966,88962,84.3,439392,413513,25879,413513,378003,18724,1009,134,66,5,0,7881,1085,12,115,1877,1561,215,389,1358,1396,142,33,87,0,22,7754,25879,3393,1705,2148,16907,22,403,439392,403237,23257,3495,10368,396,25792,439392,43353,12674,7060,7719,15900,396039,357827,17886,563,7763,133,1444,10423,3092,7331,254601,360932,170876,190056
2022,Seminole County; Florida,471321,229821,241500,95.2,23710,27096,28747,28456,29268,67434,67130,63358,30256,30244,44382,21805,9435,39.6,97621,385816,373700,358548,93093,75622,373700,180177,193523,93.1,75622,32744,42878,76.4,471321,418814,52507,418814,311064,55496,1043,100,5,0,0,23898,8626,12,117,4035,2512,415,1517,4112,2681,186,3,137,0,46,27127,52507,6081,2539,3360,34169,195,2025,471321,359831,66479,5035,28997,1062,65591,471321,108146,9370,44253,11940,42583,363175,268944,51947,389,23445,186,2138,16126,3705,12421,194744,348860,167990,180870
2022,Sumter County; Florida,131832,65425,66407,98.5,2353,2552,2923,2681,2615,7371,8306,8591,7727,10368,41630,27879,6836,68.3,9405,123477,122427,120818,83311,76345,122427,60866,61561,98.9,76345,36164,40181,90.0,131832,128479,3353,128479,114749,9332,315,29,0,0,0,1431,14,12,119,622,417,30,130,88,130,6,0,0,0,6,2646,3353,371,503,87,2036,10,83,131832,117822,9964,904,1655,9,4933,131832,8062,3005,1889,919,2249,123770,111094,8908,303,1396,6,598,1465,399,1066,76923,119937,59316,60621
2022,Suwannee County; Florida,43881,22980,20901,109.9,2255,2076,3105,3031,2292,4453,5955,5035,3277,3121,5387,2799,1095,42.8,9317,36058,34564,32833,10897,9281,34564,17926,16638,107.7,9281,4365,4916,88.8,43881,41096,2785,41096,34243,4966,9,4,0,0,5,245,119,12,121,96,30,0,0,0,0,0,0,0,0,0,1633,2785,752,414,128,1270,6,0,43881,37018,5724,478,535,4,3118,43881,4547,1438,611,445,2053,39334,32701,4912,9,245,0,45,1422,157,1265,18948,33606,17363,16243
2022,Taylor County; Florida,21421,12051,9370,128.6,912,1221,1304,1139,992,2834,2677,2959,1389,1623,2557,1045,769,44.3,4188,17882,17233,16715,5378,4371,17233,9720,7513,129.4,4371,2019,2352,85.8,21421,20695,726,20695,15733,4373,94,9,0,0,0,52,26,12,123,0,9,0,17,0,0,71,0,0,0,71,372,726,0,199,82,395,0,7,21421,16452,4423,296,145,77,797,21421,888,195,195,226,272,20533,15443,4328,45,26,71,139,481,165,316,11110,16867,9486,7381
2022,Union County; Florida,15524,10059,5465,184.1,855,988,922,901,761,2305,2003,1955,1213,982,1562,928,149,39.7,3343,12596,12181,11700,3323,2639,12181,8333,3848,216.6,2639,1549,1090,142.1,15524,14196,1328,14196,11408,2596,37,20,0,0,0,18,0,12,125,0,4,0,0,3,11,4,0,4,0,0,133,1328,192,645,37,298,38,11,15524,12677,2903,775,86,7,506,15524,889,112,377,249,151,14635,10991,2577,37,18,0,20,992,30,962,4716,12001,8159,3842
2022,Volusia County; Florida,558520,274078,284442,96.4,25139,27836,27327,30777,32481,64919,59957,66316,41031,43980,78121,43565,17071,46.5,97528,472602,460992,440438,164843,138757,460992,224340,236652,94.8,138757,63572,75185,84.6,558520,527657,30863,527657,416566,59935,1194,155,21,30,0,10398,1856,12,127,1479,2298,371,797,2543,1054,135,0,51,38,46,39429,30863,6482,2610,2309,16016,117,822,558520,445889,68640,4618,13736,693,57771,558520,87375,17220,39990,6350,23815,471145,385498,57687,816,10294,127,2109,14614,2907,11707,273835,445848,216923,228925
2022,Wakulla County; Florida,33732,18653,15079,123.7,1604,1839,2201,1975,1825,3870,5200,5137,2116,2675,3425,1498,367,42.3,6949,27724,26783,25970,6979,5290,26783,14937,11846,126.1,5290,2553,2737,93.3,33732,32264,1468,32264,26690,4908,103,16,0,0,0,50,0,12,129,24,0,24,0,0,2,0,0,0,0,0,513,1468,137,330,98,780,0,5,33732,28109,5097,473,209,44,1344,33732,1438,329,385,64,660,32294,26246,4905,83,27,0,110,923,274,649,13843,26265,14510,11755
2022,Walton County; Florida,76618,38843,37775,102.8,4379,4403,4304,3801,3304,8786,10008,9977,6320,6027,9632,4260,1417,44.4,15576,62663,61042,59087,18766,15309,61042,30981,30061,103.1,15309,7424,7885,94.2,76618,72103,4515,72103,65723,2816,493,93,0,0,18,847,74,12,131,24,241,32,227,42,207,0,0,0,0,0,2224,4515,986,1040,544,1195,45,23,76618,69919,4447,1928,1700,209,3524,76618,5067,2241,876,621,1329,71551,63660,2816,254,847,0,404,3570,497,3073,56744,59129,30019,29110
2022,Washington County; Florida,25014,13312,11702,113.8,1026,1313,1780,1406,1259,3575,3133,3527,1984,1648,2606,1197,560,41.6,4991,20496,20023,19424,5390,4363,20023,10610,9413,112.7,4363,2036,2327,87.5,25014,24037,977,24037,19455,3552,286,71,0,23,0,251,0,12,133,14,132,0,22,35,48,0,0,0,0,0,493,977,357,188,14,293,17,60,25014,20355,3995,496,265,39,850,25014,1090,270,196,231,393,23924,19097,3495,274,251,0,13,794,226,568,10874,19474,10429,9045
