year,county_name,sex_and_age_total_population,sex_and_age_male,sex_and_age_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over,sex_and_age_male,sex_and_age_female,sex_and_age_65_years_and_over,sex_and_age_male,sex_and_age_female,race_total_population,race_one_race,race_two_or_more_races,race_one_race,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_some_other_race,race_two_or_more_races,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_white,race_black_or_african_american,race_american_indian_and_alaska_native,race_asian,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino,total_housing_units
2010,Chilton County; Alabama,43121,21298,21823,2969,2994,3022,2948,2634,5596,6115,5993,2914,2208,3361,1791,576,37.2,32208,30630,6875,5728,32208,15731,16477,5728,2525,3203,43121,42529,592,42529,37736,4052,242,41,0,0,19,85,15,5,0,9,18,29,01,021,9,0,0,0,0,0,414,592,350,128,61,0,43121,38304,4444,388,146,0,449,43121,2806,2681,41,0,84,40315,35475,3962,152,80,0,54,592,35,557,19124
2010,Choctaw County; Alabama,14111,6859,7252,802,983,866,997,670,1248,1970,2146,906,1061,1389,789,284,43.2,10850,10288,3083,2462,10850,5107,5743,2462,1051,1411,14111,13936,175,13936,7823,6064,0,0,0,0,0,39,0,26,0,0,13,0,01,023,0,0,0,0,0,0,10,175,0,123,0,0,14111,7966,6096,123,39,0,62,14111,52,16,0,0,36,14059,7812,6060,0,39,0,0,148,25,123,7418
2010,Clarke County; Alabama,26255,12375,13880,1548,1768,2099,2537,1464,2344,3801,3488,1644,1552,2285,1190,535,38.9,19508,17879,4942,4010,19508,9074,10434,4010,1700,2310,26255,26062,193,26062,14451,10990,483,23,0,0,0,108,10,0,21,0,77,0,01,025,0,0,0,0,0,0,30,193,36,85,0,66,26255,14572,11098,634,114,0,30,26255,238,165,6,0,67,26017,14243,10966,483,108,0,24,193,0,193,12699
2010,Clay County; Alabama,14040,6873,7167,773,917,959,750,813,1548,2058,1918,1079,711,1234,762,518,41.3,10915,10531,2936,2514,10915,5295,5620,2514,1121,1393,14040,13846,194,13846,11562,2160,59,8,0,37,0,0,0,0,0,0,0,0,01,027,0,0,0,0,0,0,65,194,83,111,0,0,14040,11756,2243,170,0,0,65,14040,360,209,46,105,0,13680,11280,2160,59,0,0,0,181,0,181,6794
2010,Cleburne County; Alabama,14823,7397,7426,925,1009,938,1040,781,1681,2063,2132,929,993,1383,711,238,40.1,11268,10777,2896,2332,11268,5557,5711,2332,1035,1297,14823,14646,177,14646,13983,606,32,21,0,0,0,2,0,0,2,0,0,0,01,029,0,0,0,0,0,0,23,177,61,98,8,0,14823,14160,667,130,10,0,33,14823,214,194,20,0,0,14609,13780,606,32,2,0,12,177,10,167,6669
2010,Coffee County; Alabama,48349,23740,24609,3243,3064,3345,3196,3075,6260,6745,6616,3297,2476,3922,2200,910,37.9,36666,35000,8372,7032,36666,17831,18835,7032,2974,4058,48349,47148,1201,47148,37460,8377,417,87,0,5,0,536,69,93,51,7,279,8,01,031,29,44,20,24,0,0,314,1201,202,571,188,21,48349,38563,8632,1040,843,127,419,48349,2712,1473,488,12,739,45637,35316,8325,348,473,0,80,1095,28,1067,21958
2010,Colbert County; Alabama,54446,26172,28274,3063,3596,3240,3758,2803,6080,7335,8320,3750,3219,5069,3090,1123,41.6,42307,40215,11073,9282,42307,19869,22438,9282,3866,5416,54446,53822,624,53822,44325,8745,337,122,0,0,0,262,66,70,47,18,0,31,01,033,30,0,0,0,0,0,153,624,189,208,0,63,54446,44841,9042,608,273,0,306,54446,1081,518,91,57,415,53365,43572,8707,337,262,0,16,471,0,471,25666
2010,Conecuh County; Alabama,13382,6815,6567,819,789,936,1200,721,1256,1403,2057,1019,861,1256,759,306,43.4,10180,9528,2906,2321,10180,4820,5360,2321,1016,1305,13382,13283,99,13283,6972,6189,122,0,118,0,0,0,0,0,0,0,0,0,01,035,0,0,0,0,0,0,0,99,0,99,0,0,13382,7071,6189,221,0,0,0,13382,42,36,6,0,0,13340,6930,6189,122,0,0,0,99,0,99,7130
2010,Coosa County; Alabama,11470,5666,5804,572,654,712,782,581,1079,1605,1879,910,787,1143,546,220,43.8,9034,8639,2313,1909,9034,4395,4639,1909,866,1043,11470,11405,65,11405,7517,3874,0,0,0,0,0,0,0,0,0,0,0,0,01,037,0,0,0,0,0,0,14,65,3,62,0,0,11470,7582,3877,62,0,0,14,11470,14,14,0,0,0,11456,7517,3874,0,0,0,0,65,0,65,6457
2010,Covington County; Alabama,37608,18222,19386,2313,2226,2444,2660,1941,4095,4773,5493,2406,2461,3636,2403,757,42.1,29071,27327,8253,6796,29071,13768,15303,6796,2803,3993,37608,37365,243,37365,31901,4837,81,37,0,0,0,188,0,136,0,0,0,52,01,039,0,51,0,51,0,0,307,243,163,72,8,0,37608,32144,5000,153,196,51,307,37608,501,339,79,7,76,37107,31685,4837,81,188,51,36,229,0,229,18828
2010,Crenshaw County; Alabama,13928,6737,7191,839,962,887,1003,689,1589,1864,2010,875,948,1230,846,186,39.5,10607,10128,2805,2262,10607,5023,5584,2262,888,1374,13928,13744,184,13744,10196,2901,116,18,0,0,0,531,0,5,15,0,511,0,01,041,0,0,0,0,0,0,0,184,82,50,34,0,13928,10372,2991,166,583,18,0,13928,179,151,8,5,15,13749,10021,2901,116,531,0,0,180,0,180,6763
2010,Cullman County; Alabama,79941,39719,40222,4945,5086,5470,5369,4831,9706,10591,11585,5580,4379,7032,3939,1428,39.5,61176,57905,14654,12399,61176,29903,31273,12399,5322,7077,79941,78932,1009,78932,76819,729,544,395,0,0,14,355,45,92,21,69,12,65,01,043,51,20,20,0,0,0,465,1009,238,453,27,4,79941,77757,1183,1162,390,20,591,79941,3170,2680,105,99,286,76771,74469,671,543,334,20,0,734,43,691,36889
2010,Dale County; Alabama,49730,24536,25194,3705,3710,2931,3367,3476,7145,6281,6825,3121,2562,3796,2023,788,35.8,37294,35398,8118,6607,37294,18175,19119,6607,2817,3790,49730,48373,1357,48373,37298,9888,121,42,3,0,0,623,48,6,102,138,193,72,01,045,64,56,4,0,0,52,387,1357,421,536,146,99,49730,38539,10488,832,781,88,434,49730,2606,1257,860,19,470,47124,35461,9624,114,592,56,36,1241,0,1241,22578
2010,Dallas County; Alabama,44066,20296,23770,3232,3561,2924,3493,2811,4913,5283,6597,2678,2533,3388,1949,704,36.8,32180,30278,7540,6041,32180,14361,17819,6041,2416,3625,44066,43933,133,43933,13226,30322,37,28,0,0,0,167,80,0,87,0,0,0,01,047,0,0,0,0,0,0,181,133,25,11,9,64,44066,13280,30435,121,191,0,181,44066,312,213,48,0,51,43754,13161,30256,37,167,0,0,133,0,133,20345
2010,DeKalb County; Alabama,70038,34584,35454,5183,4822,5145,4656,3918,9416,9115,9954,4159,4103,5528,3065,974,37.0,51816,49424,12146,9567,51816,25162,26654,9567,4041,5526,70038,68768,1270,68768,64779,1120,1089,557,42,9,0,212,6,0,66,17,0,0,01,049,123,7,7,0,0,0,1561,1270,201,811,27,8,70038,65933,1466,1948,272,53,1676,70038,8574,6484,161,214,1715,61464,58127,1032,912,212,7,41,1133,105,1028,30706
2010,Elmore County; Alabama,77650,38248,39402,4814,5177,5190,5785,4926,10386,11716,11842,4762,4166,5306,2406,1174,37.3,58885,55477,11168,8886,58885,28701,30184,8886,3968,4918,77650,76679,971,76679,59044,15611,294,125,0,0,9,481,30,0,105,9,27,61,01,051,249,0,0,0,0,0,1249,971,378,287,130,27,77650,59891,16119,631,716,0,1287,77650,1965,1359,117,13,476,75685,58445,15514,294,481,0,0,951,24,927,31768
2010,Escambia County; Alabama,37996,19429,18567,2388,2309,2548,2716,2128,5066,5110,5504,2674,1998,3192,1681,682,38.3,29081,27541,6820,5555,29081,15097,13984,5555,2373,3182,37996,37652,344,37652,24065,11936,1384,57,0,0,0,147,0,29,0,0,0,60,01,053,58,14,0,14,0,0,106,344,119,112,40,47,37996,24352,12102,1543,197,18,128,37996,722,570,10,0,142,37274,23517,11918,1384,143,14,0,298,0,298,16577
2010,Etowah County; Alabama,104066,50213,53853,6265,6931,6503,7243,6108,12305,14087,14915,7165,6329,8710,5366,2139,40.0,79856,75789,19757,16215,79856,37746,42110,16215,6646,9569,104066,102585,1481,102585,85437,15658,426,226,0,0,8,616,55,158,85,64,32,83,01,055,139,40,0,40,0,0,408,1481,654,540,98,34,104066,86769,16480,1019,814,40,444,104066,3204,1430,42,172,1560,100862,83090,15487,317,616,13,23,1316,10,1306,47443
2010,Fayette County; Alabama,17472,8533,8939,980,997,1316,1204,893,1765,2077,2724,1294,1083,1824,1027,288,42.4,13524,12846,3754,3139,13524,6465,7059,3139,1358,1781,17472,17143,329,17143,15128,1954,30,18,0,0,0,31,0,0,0,0,0,0,01,057,31,0,0,0,0,0,0,329,115,125,0,11,17472,15438,2092,170,39,0,66,17472,184,97,44,0,43,17288,14999,1954,21,31,0,0,283,35,248,8488
2010,Franklin County; Alabama,31383,15579,15804,2172,2253,2018,2162,1902,3654,4633,4353,1725,1856,2650,1571,434,38.5,23652,22294,5666,4655,23652,11624,12028,4655,1986,2669,31383,31046,337,31046,27392,1329,291,132,0,0,0,62,41,0,17,0,1,3,01,059,0,130,0,130,0,0,1842,337,128,134,0,2,31383,27727,1459,427,62,130,1915,31383,4134,2406,63,39,1626,27249,25497,1272,176,62,0,0,242,0,242,14031
2010,Geneva County; Alabama,26541,12893,13648,1532,1356,2035,1828,1516,2721,3456,4005,1760,1760,2577,1345,650,42.2,20532,19472,5668,4572,20532,9840,10692,4572,1937,2635,26541,26087,454,26087,23154,2711,50,1,0,0,0,31,0,24,0,0,7,0,01,061,0,0,0,0,0,0,141,454,45,301,0,12,26541,23596,2777,372,31,0,228,26541,850,705,0,22,123,25691,22544,2694,50,31,0,5,367,0,367,12645
2010,Greene County; Alabama,9255,4435,4820,564,492,836,831,444,912,1013,1493,597,644,752,492,185,41.9,6909,6524,1650,1429,6909,3195,3714,1429,622,807,9255,9244,11,9244,1663,7444,31,24,0,0,0,9,0,0,9,0,0,0,01,063,0,0,0,0,0,0,97,11,0,11,0,0,9255,1674,7444,42,9,0,97,9255,97,97,0,0,0,9158,1663,7444,31,9,0,0,11,0,11,5051
2010,Hale County; Alabama,16168,7732,8436,954,961,1419,1392,890,1818,1961,2494,1246,740,1247,726,320,39.1,11976,11139,2781,2293,11976,5640,6336,2293,952,1341,16168,16109,59,16109,6457,9570,45,39,2,0,0,37,0,16,21,0,0,0,01,065,0,0,0,0,0,0,0,59,4,43,1,6,16168,6510,9585,99,38,0,0,16168,57,55,1,1,0,16111,6401,9570,45,37,0,0,58,0,58,7724
2010,Henry County; Alabama,17148,8193,8955,944,1109,1062,1281,783,1807,2208,2456,1185,1333,1577,1080,323,42.4,13309,12673,3682,2980,13309,6227,7082,2980,1262,1718,17148,17128,20,17128,11673,5021,0,0,0,0,0,320,245,30,0,0,0,45,01,067,0,0,0,0,0,0,114,20,0,20,0,0,17148,11693,5021,20,320,0,114,17148,334,225,61,0,48,16814,11490,4984,0,320,0,0,20,0,20,8780
2010,Houston County; Alabama,99029,47512,51517,6588,6999,6695,6767,5819,12584,13392,14404,6825,5183,7611,4474,1688,38.0,74441,70662,16824,13773,74441,34874,39567,13773,5736,8037,99029,97544,1485,97544,69839,25150,451,208,0,27,26,801,77,91,54,65,153,286,01,069,75,18,4,14,0,0,1285,1485,672,377,142,36,99029,71176,26006,886,970,129,1385,99029,2608,1519,279,106,704,96421,68671,25112,422,780,18,63,1355,10,1345,44633
2010,Jackson County; Alabama,53386,26224,27162,3070,3469,3499,3501,2850,6150,7109,8133,3615,3652,5029,2667,642,41.4,41131,39203,10303,8338,41131,19915,21216,8338,3648,4690,53386,51897,1489,51897,49167,1786,656,531,0,2,0,108,24,24,25,10,25,0,01,071,0,3,0,0,3,0,177,1489,250,1002,121,46,53386,50610,2097,1719,229,39,196,53386,1212,814,43,34,321,52174,48197,1786,656,108,3,4,1420,0,1420,24778
2010,Jefferson County; Alabama,656912,310892,346020,43421,41948,43043,45654,46257,92404,86295,96957,42713,32725,42992,30343,12160,37.0,501077,473491,102700,85495,501077,231544,269533,85495,33436,52059,656912,651707,5205,651707,358121,274357,1147,482,0,0,19,8980,3636,2821,230,383,457,693,01,073,760,214,43,48,19,104,8888,5205,1141,1913,953,226,656912,362688,276167,3501,10254,363,9467,656912,22577,17173,614,492,4298,634335,345119,273605,1037,8887,214,855,4618,138,4480,300183
2010,Lamar County; Alabama,14743,7083,7660,886,1004,910,880,780,1557,1857,2188,1160,864,1530,849,278,42.2,11379,10885,3195,2657,11379,5443,5936,2657,1106,1551,14743,14674,69,14674,12824,1804,36,36,0,0,0,0,0,0,0,0,0,0,01,075,0,0,0,0,0,0,10,69,12,45,9,3,14743,12890,1819,84,9,0,10,14743,174,166,0,2,6,14569,12665,1804,36,0,0,0,64,0,64,7411
2010,Lauderdale County; Alabama,91762,43841,47921,5018,6210,5075,6581,6902,10439,11800,13146,5964,5572,8241,5214,1600,39.7,71799,67269,18005,15055,71799,33851,37948,15055,6325,8730,91762,90909,853,90909,80106,9395,401,172,0,0,0,612,150,65,29,153,69,109,01,077,37,0,0,0,0,0,395,853,373,330,67,0,91762,80917,9803,758,706,22,426,91762,1872,1584,42,0,246,89890,78884,9198,348,612,0,0,848,12,836,43352
2010,Lawrence County; Alabama,34235,16765,17470,2111,2341,2111,2396,2107,3827,5094,5158,2263,2132,2813,1365,517,40.2,26168,24736,5960,4695,26168,12663,13505,4695,2064,2631,34235,32612,1623,32612,26727,3842,1794,1428,0,0,0,70,0,11,45,0,0,0,01,079,14,0,0,0,0,0,179,1623,182,1106,40,139,34235,28211,4177,3138,205,0,236,34235,598,418,0,0,180,33637,26359,3811,1773,70,0,41,1583,23,1560,15306
2010,Lee County; Alabama,135010,66748,68262,8263,8680,8373,12823,21303,18017,17022,16345,6879,5400,7026,3546,1333,28.8,104406,91902,14747,11905,104406,51058,53348,11905,5109,6796,135010,133538,1472,133538,98194,30775,502,203,0,0,2,3417,673,1082,76,64,683,143,01,081,696,156,23,133,0,0,494,1472,434,555,191,86,135010,99492,31444,1171,3737,191,535,135010,4062,1824,746,43,1449,130948,94891,30634,299,3417,156,186,1365,4,1361,60539
2010,Limestone County; Alabama,78614,39883,38731,5110,5261,5301,5038,4485,10178,12334,12119,4746,4537,5590,2909,1006,38.5,59656,56884,12128,9505,59656,30141,29515,9505,4182,5323,78614,77598,1016,77598,65164,10043,480,143,0,0,0,797,96,95,144,24,148,90,01,083,200,3,3,0,0,0,1111,1016,311,391,123,47,78614,66068,10482,962,994,27,1140,78614,3917,3240,149,177,351,74697,62528,9953,470,780,3,12,951,20,931,33454
2010,Lowndes County; Alabama,11731,5464,6267,766,833,775,1016,715,1131,1532,1894,813,629,1050,426,151,39.7,8738,8128,1974,1627,8738,4035,4703,1627,710,917,11731,11663,68,11663,3020,8566,31,31,0,0,0,3,0,0,3,0,0,0,01,085,0,0,0,0,0,0,43,68,25,43,0,0,11731,3088,8591,74,3,0,43,11731,106,24,0,28,54,11625,2964,8538,31,3,0,21,68,0,68,5270
2010,Macon County; Alabama,21699,9926,11773,1138,1070,1576,2669,2061,2112,2434,2907,1452,1276,1586,1058,360,35.8,17008,14459,3657,3004,17008,7570,9438,3004,1198,1806,21699,21370,329,21370,3269,18038,45,0,0,0,0,2,0,2,0,0,0,0,01,087,0,0,0,0,0,0,16,329,75,90,0,154,21699,3444,18277,299,2,0,16,21699,139,58,16,0,65,21560,3248,17936,45,2,0,0,329,0,329,10388
2010,Madison County; Alabama,323080,158503,164577,20206,22229,21094,24168,23212,41391,45874,50990,18665,16455,22217,12472,4107,37.1,245282,229879,48010,38796,245282,118625,126657,38796,16606,22190,323080,314808,8272,314808,225860,76057,1894,965,11,0,26,7867,2116,1600,807,583,1432,1003,01,089,326,320,144,73,24,79,2810,8272,1911,2471,1048,762,323080,232423,79973,5719,9723,594,3629,323080,13034,8606,1747,150,2531,310046,216630,75517,1858,7857,280,388,7516,204,7312,141483
2010,Marengo County; Alabama,21296,10064,11232,1328,1006,2016,1619,1342,2096,2698,3108,1230,1481,1881,1104,387,40.1,15806,14971,4242,3372,15806,7252,8554,3372,1390,1982,21296,21137,159,21137,9762,11309,32,32,0,0,0,0,0,0,0,0,0,0,01,091,0,0,0,0,0,0,34,159,32,81,0,0,21296,9921,11355,159,46,0,34,21296,72,48,0,0,24,21224,9740,11293,32,0,0,0,159,0,159,10266
2010,Marion County; Alabama,30792,15232,15560,1774,1785,1872,1948,1570,3341,4233,4588,2117,2004,3194,1809,557,42.0,24125,23064,6682,5560,24125,11719,12406,5560,2357,3203,30792,30369,423,30369,28844,892,58,19,0,0,0,258,208,0,2,24,0,0,01,093,24,0,0,0,0,0,317,423,115,194,107,0,30792,29267,1014,259,365,0,317,30792,587,556,0,0,31,30205,28563,892,58,258,0,11,423,0,423,14755
2010,Marshall County; Alabama,90867,44733,46134,6748,5978,6311,6284,5274,11330,12246,12603,6161,4728,7546,4160,1498,38.0,67933,64355,15914,13204,67933,32902,35031,13204,5554,7650,90867,89634,1233,89634,85322,1471,705,394,0,0,0,469,39,108,41,0,0,114,01,095,167,58,0,0,54,4,1609,1233,401,449,50,80,90867,86419,1962,1291,602,58,1805,90867,9891,6557,170,327,2837,80976,77468,1421,603,469,58,0,957,0,957,39839
2010,Mobile County; Alabama,408620,196200,212420,28070,27808,29518,30505,28923,52975,52446,59780,26089,21019,28450,16969,6068,36.3,304464,286580,62863,51487,304464,143009,161455,51487,21202,30285,408620,403779,4841,403779,250336,140847,3033,527,0,0,24,7393,1076,743,386,189,349,2832,01,097,1818,99,0,18,81,0,2071,4841,1131,1918,752,282,408620,254571,142736,5455,8338,250,2353,408620,8854,4348,790,608,3108,399766,243844,140639,2893,7393,81,328,4588,119,4469,175753
2010,Monroe County; Alabama,23329,11262,12067,1410,1443,2032,1804,1250,2450,3015,3517,1518,1411,1865,1037,577,39.7,17286,16359,4178,3479,17286,8188,9098,3479,1469,2010,23329,22965,364,22965,12981,9474,293,21,0,0,0,101,36,28,37,0,0,0,01,099,0,0,0,0,0,0,116,364,194,72,16,32,23329,13313,9700,397,117,5,161,23329,248,228,16,0,4,23081,12902,9466,293,101,0,0,319,0,319,11408
