year,county_name,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over,sex_and_age_18_years_and_over_male,sex_and_age_18_years_and_over_female,sex_and_age_65_years_and_over,sex_and_age_65_years_and_over_male,sex_and_age_65_years_and_over_female,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_one_race,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_some_other_race,race_two_or_more_races,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,total_housing_units
2013,Le Flore County; Oklahoma,50062,25199,24863,3177,3421,3557,3394,3085,6128,6095,6882,3348,3137,4602,2447,789,39.3,37862,35695,9718,7838,37862,18876,18986,7838,3565,4273,50062,45629,4433,45629,37959,1092,4568,831,21,0,12,300,6,57,28,9,7,37,40,079,156,56,29,0,0,27,1654,4433,149,3967,41,119,50062,42241,1405,8702,349,77,1761,50062,3409,3094,93,45,177,46653,36489,1091,4483,300,27,10,4253,6,4247,21460
2013,McCurtain County; Oklahoma,33143,16275,16868,2320,2132,2641,2353,2012,3685,3958,4515,2232,2065,3003,1819,408,38.8,24566,23269,6404,5230,24566,11830,12736,5230,2389,2841,33143,30982,2161,30982,22182,2916,5461,470,0,38,0,14,0,0,3,5,0,0,40,089,6,0,0,0,0,0,409,2161,180,1662,5,154,33143,24128,3317,7343,42,6,514,33143,1620,1350,157,0,113,31523,21599,2897,4988,14,0,2,2023,2,2021,15542
2013,Major County; Oklahoma,7604,3832,3772,492,469,535,467,379,849,772,1128,571,497,756,481,208,43.0,5785,5606,1776,1445,5785,2883,2902,1445,649,796,7604,7407,197,7407,6843,15,307,100,0,0,0,0,0,0,0,0,0,0,40,093,0,0,0,0,0,0,242,197,16,140,5,1,7604,7039,53,476,5,0,277,7604,612,572,0,21,19,6992,6617,15,221,0,0,0,139,0,139,3667
2013,Mayes County; Oklahoma,41110,20413,20697,2779,2629,3111,2959,2325,4634,4945,5796,3111,2292,3885,1905,739,39.4,30686,29082,7817,6529,30686,15086,15600,6529,2983,3546,41110,31839,9271,31839,28065,139,3423,2683,0,3,0,171,18,7,24,7,2,4,40,097,109,26,26,0,0,0,15,9271,160,8801,23,91,41110,37237,495,12428,201,44,86,41110,1195,974,57,0,164,39915,27330,139,3398,171,26,0,8851,0,8851,19175
2013,Oklahoma County; Oklahoma,732118,358174,373944,57018,51974,48898,46634,55318,113197,90588,96650,45769,37523,47838,28638,12073,34.2,546456,516948,110600,88549,546456,263035,283421,88549,37142,51407,732118,684118,48000,684118,501213,109245,22738,4061,116,190,131,22536,4260,3144,1715,635,1318,7469,40,109,3995,500,226,126,28,120,27886,48000,7915,24085,3370,5721,732118,541425,126485,55690,27393,1566,30887,732118,112705,94802,2328,603,14972,619413,431326,108111,20195,22161,473,548,36599,294,36305,321614
2013,Custer County; Oklahoma,28092,13941,14151,2065,1754,1784,2238,3707,3961,2740,3315,1694,1207,1788,1331,508,30.6,21465,19402,4266,3627,21465,10622,10843,3627,1582,2045,28092,26479,1613,26479,23550,857,1093,151,0,0,0,368,62,13,61,0,67,112,40,039,53,35,5,30,0,0,576,1613,81,1331,24,18,28092,25128,960,2463,398,119,650,28092,4185,3759,132,11,283,23907,20288,831,990,368,35,0,1395,0,1395,12242
2013,Love County; Oklahoma,9496,4669,4827,599,596,653,639,578,1140,1087,1305,636,628,987,471,177,39.8,7171,6832,2053,1635,7171,3540,3631,1635,768,867,9496,9108,388,9108,8093,192,649,32,0,0,0,47,0,0,30,0,17,0,40,085,0,0,0,0,0,0,127,388,49,304,5,5,9496,8476,255,967,52,8,135,9496,1216,1197,0,0,19,8280,7108,188,622,47,0,0,315,0,315,4521
2013,Beckham County; Oklahoma,22715,12185,10530,1884,1540,1256,1462,1661,3559,2943,3063,1508,1058,1449,899,433,35.0,17221,16268,3380,2781,17221,9393,7828,2781,1175,1606,22715,21207,1508,21207,19494,829,375,84,0,128,0,76,0,0,8,10,2,33,40,009,23,24,8,0,0,16,409,1508,128,1150,5,102,22715,20900,1106,1656,81,24,503,22715,2852,2287,186,25,354,19863,17678,812,368,76,24,0,905,50,855,9642
2013,Choctaw County; Oklahoma,15167,7292,7875,1032,1064,1046,976,802,1601,1732,2036,1037,1035,1606,930,270,40.7,11473,10861,3406,2806,11473,5455,6018,2806,1277,1529,15167,13038,2129,13038,9657,1563,1542,112,0,0,0,60,7,2,0,0,0,50,40,023,1,0,0,0,0,0,216,2129,236,1587,15,108,15167,11660,1974,3286,75,0,350,15167,479,372,36,0,71,14688,9574,1553,1517,60,0,3,1981,6,1975,7512
2013,Jackson County; Oklahoma,26280,13027,13253,2099,2089,1596,1743,2214,3605,3169,3355,1742,1230,1883,1215,340,34.0,19450,18249,4167,3438,19450,9568,9882,3438,1503,1935,26280,24304,1976,24304,20089,1852,341,46,0,0,0,347,58,31,72,26,39,86,40,065,35,63,35,0,28,0,1612,1976,219,1177,102,123,26280,21875,2429,1842,460,110,1741,26280,5637,5109,92,13,423,20643,17154,1785,188,347,63,16,1090,0,1090,12083
2013,Lincoln County; Oklahoma,34238,16970,17268,2164,2288,2568,2478,1632,3682,4121,5221,2497,2091,3330,1576,590,40.6,25623,24414,6661,5496,25623,12567,13056,5496,2514,2982,34238,32616,1622,32616,29460,615,2348,650,0,9,0,25,19,0,6,0,0,0,40,081,0,0,0,0,0,0,168,1622,135,1265,81,11,34238,30998,784,3641,176,33,251,34238,892,686,18,30,158,33346,28836,615,2317,25,0,9,1544,19,1525,15180
2013,Pawnee County; Oklahoma,16592,8262,8330,1058,1033,1242,1138,803,1722,2020,2404,1270,1085,1664,848,305,41.7,12535,11873,3500,2817,12535,6127,6408,2817,1322,1495,16592,15270,1322,15270,13333,159,1644,583,0,0,5,56,0,3,22,0,10,0,40,117,21,13,0,0,13,0,65,1322,40,1196,0,8,16592,14615,209,2863,73,56,104,16592,388,278,6,0,104,16204,13109,159,1596,56,13,0,1271,6,1265,7720
2013,Seminole County; Oklahoma,25443,12389,13054,1691,1651,2066,1877,1496,2823,2851,3539,1632,1586,2378,1321,532,39.3,18923,17788,5289,4231,18923,9083,9840,4231,1867,2364,25443,23411,2032,23411,17411,1262,4375,370,0,6,0,78,0,11,14,5,0,13,40,133,35,8,2,0,6,0,277,2032,131,1459,47,217,25443,19153,1626,6125,144,32,405,25443,1011,754,65,21,171,24432,16951,1228,4337,78,8,21,1809,10,1799,11637
2013,Cimarron County; Oklahoma,2432,1221,1211,151,169,173,125,116,239,253,312,207,149,275,193,70,44.8,1854,1796,619,538,1854,893,961,538,230,308,2432,2397,35,2397,2009,10,18,6,0,0,0,6,0,0,0,0,0,6,40,025,0,0,0,0,0,0,354,35,7,28,0,0,2432,2044,17,46,6,0,354,2432,494,450,3,0,41,1938,1869,10,18,6,0,0,35,0,35,1583
2013,Blaine County; Oklahoma,10198,5538,4660,753,617,595,459,634,1337,1241,1496,752,600,883,575,256,40.4,7900,7670,2115,1714,7900,4349,3551,1714,743,971,10198,9638,560,9638,7966,562,520,60,0,16,0,23,0,0,4,0,0,7,40,011,12,0,0,0,0,0,567,560,67,390,2,43,10198,8470,686,966,25,0,618,10198,1234,1117,0,0,117,8964,7418,562,450,23,0,9,502,0,502,4925
2013,Coal County; Oklahoma,5927,2914,3013,406,399,448,417,326,567,658,807,458,333,572,429,107,40.9,4408,4179,1318,1108,4408,2101,2307,1108,464,644,5927,4850,1077,4850,4310,29,438,64,0,0,0,13,0,0,0,12,1,0,40,029,0,0,0,0,0,0,60,1077,50,847,141,19,5927,5351,102,1317,158,0,76,5927,182,181,0,0,1,5745,4272,23,430,13,0,0,1007,0,1007,2804
2013,Grant County; Oklahoma,4522,2254,2268,244,336,259,301,194,430,476,699,333,284,476,333,157,45.3,3486,3366,1148,966,3486,1722,1764,966,427,539,4522,4289,233,4289,4148,25,38,9,0,0,0,18,0,4,3,0,8,2,40,053,1,0,0,0,0,0,60,233,13,178,1,18,4522,4363,58,242,19,0,81,4522,167,144,8,0,15,4355,4101,25,36,18,0,0,175,0,175,2490
2013,Kingfisher County; Oklahoma,15069,7448,7621,1047,1154,1155,1051,763,1849,1816,2169,985,773,1183,905,219,38.6,11065,10455,2735,2307,11065,5383,5682,2307,1007,1300,15069,14728,341,14728,13059,81,616,232,0,0,0,0,0,0,0,0,0,0,40,073,0,12,6,0,0,6,960,341,130,195,9,0,15069,13393,218,811,9,19,960,15069,2075,2035,6,0,34,12994,11963,81,616,0,6,0,328,0,328,6411
2013,McClain County; Oklahoma,35155,17459,17696,2366,2449,2935,2491,1871,3791,4769,5388,2365,1968,2909,1527,326,38.3,25830,24437,5887,4762,25830,12608,13222,4762,2200,2562,35155,32904,2251,32904,29660,315,1743,273,22,32,0,220,0,32,144,23,21,0,40,087,0,159,9,21,0,129,807,2251,79,1906,2,0,35155,31831,396,3742,299,190,961,35155,2524,2242,100,7,175,32631,28302,315,1721,218,159,25,1891,5,1886,14123
2013,Marshall County; Oklahoma,15860,7851,8009,1028,1235,875,963,861,1599,1706,2238,1308,842,1883,1056,266,43.6,12074,11570,3641,3205,12074,5858,6216,3205,1505,1700,15860,13665,2195,13665,11682,237,685,127,0,12,0,19,0,0,19,0,0,0,40,095,0,0,0,0,0,0,1042,2195,70,1709,0,3,15860,13734,338,2551,19,0,1439,15860,2331,2124,0,0,207,13529,10911,237,603,19,0,0,1759,12,1747,9954
2013,Noble County; Oklahoma,11529,5663,5866,730,739,855,693,657,1316,1420,1687,932,560,1068,639,233,40.5,8752,8300,2211,1940,8752,4264,4488,1940,864,1076,11529,10924,605,10924,9693,225,837,82,0,0,5,73,0,12,0,0,0,46,40,103,15,0,0,0,0,0,96,605,45,529,0,2,11529,10296,289,1393,81,0,100,11529,322,315,0,0,7,11207,9554,221,837,73,0,0,522,0,522,5331
2013,Nowata County; Oklahoma,10580,5299,5281,568,720,781,702,534,1160,1223,1564,750,641,1081,661,195,41.9,8059,7722,2361,1937,8059,3979,4080,1937,909,1028,10580,9677,903,9677,7325,196,2039,1364,0,0,22,15,4,0,0,0,0,0,40,105,11,74,0,0,14,60,28,903,100,770,0,15,10580,8202,311,2826,24,89,31,10580,274,253,7,0,14,10306,7163,189,1965,15,74,0,900,0,900,4805
2013,Rogers County; Oklahoma,87730,43604,44126,5274,6199,6762,6611,5252,9932,11539,13216,5659,5028,7223,3667,1368,38.6,65252,61788,15327,12258,65252,32046,33206,12258,5745,6513,87730,79845,7885,79845,66321,789,10824,7436,55,6,14,841,0,75,184,93,89,76,40,131,324,7,3,4,0,0,1063,7885,310,6625,515,61,87730,74039,1261,17730,1424,65,1237,87730,3396,2519,146,17,714,84334,64456,785,10763,751,7,114,7458,23,7435,35349
2013,Sequoyah County; Oklahoma,41834,20662,21172,2548,2844,3212,2900,2332,4777,5457,6011,2829,2409,3883,1958,674,39.0,31347,29866,7941,6515,31347,15211,16136,6515,3028,3487,41834,34460,7374,34460,27850,841,5155,4238,0,4,7,257,34,9,33,12,13,22,40,135,134,0,0,0,0,0,357,7374,113,6881,23,72,41834,35091,1081,12272,339,33,523,41834,1486,954,2,0,530,40348,27200,787,4965,257,0,6,7133,0,7133,18652
2013,Alfalfa County; Oklahoma,5674,3372,2302,302,264,278,291,226,571,842,963,436,369,623,406,103,45.7,4640,4501,1362,1132,4640,2836,1804,1132,558,574,5674,5086,588,5086,4747,114,92,10,0,0,0,1,0,1,0,0,0,0,40,003,0,0,0,0,0,0,132,588,9,509,0,34,5674,5281,176,654,11,0,149,5674,258,250,0,0,8,5416,4637,114,83,1,0,0,581,10,571,2751
2013,Woods County; Oklahoma,8849,4697,4152,548,543,355,661,1148,1193,810,1069,504,521,741,493,263,34.8,7140,6414,1794,1497,7140,3822,3318,1497,675,822,8849,8548,301,8548,7858,327,129,26,0,0,4,50,0,1,26,0,0,0,40,151,23,4,0,0,4,0,180,301,19,191,63,5,8849,8138,355,337,116,13,191,8849,451,423,4,0,24,8398,7525,327,129,35,4,96,282,0,282,4462
2013,Cleveland County; Oklahoma,261047,130428,130619,16467,17644,15996,19614,28546,40061,32657,33726,14877,13634,16389,8420,3016,32.7,201362,184900,35671,27825,201362,99706,101656,27825,12249,15576,261047,243989,17058,243989,207954,11301,10690,1703,13,190,17,10128,882,1685,758,564,1634,3448,40,027,1157,217,125,8,0,84,3699,17058,2606,8981,2122,419,261047,224116,15460,21159,12958,609,5341,261047,19096,14338,818,126,3814,241951,195743,11061,10347,9874,217,176,14533,172,14361,105998
2013,Okfuskee County; Oklahoma,12268,6593,5675,856,757,794,743,742,1468,1539,1842,854,649,1158,634,232,40.3,9363,9006,2341,2024,9363,5042,4321,2024,933,1091,12268,10763,1505,10763,7850,954,1863,145,0,0,7,31,13,0,0,0,18,0,40,107,0,0,0,0,0,0,65,1505,106,1211,10,119,12268,9224,1224,3226,41,0,91,12268,424,286,18,16,104,11844,7692,947,1821,27,0,0,1357,3,1354,5288
2013,Atoka County; Oklahoma,14070,7360,6710,903,974,833,964,795,1790,1729,1979,892,947,1359,771,134,39.4,10796,10273,2789,2264,10796,5652,5144,2264,1048,1216,14070,12768,1302,12768,10464,595,1549,74,0,23,0,67,24,3,0,0,14,15,40,005,11,0,0,0,0,0,93,1302,48,1132,12,67,14070,11697,727,2779,81,0,117,14070,446,343,25,0,78,13624,10191,559,1531,67,0,15,1261,0,1261,6305
2013,Dewey County; Oklahoma,4800,2434,2366,268,367,368,321,188,524,511,675,322,311,513,301,131,42.3,3588,3435,1128,945,3588,1778,1810,945,417,528,4800,4446,354,4446,4252,16,146,45,0,0,0,11,0,3,0,0,0,0,40,043,8,2,2,0,0,0,19,354,7,322,2,0,4800,4606,38,483,13,2,27,4800,261,210,0,5,46,4539,4069,16,128,11,2,13,300,0,300,2443
2013,Harper County; Oklahoma,3710,1834,1876,280,237,285,230,142,428,439,541,217,237,303,278,93,40.0,2775,2657,809,674,2775,1380,1395,674,288,386,3710,3618,92,3618,3538,1,9,0,0,0,0,5,0,0,0,0,2,3,40,059,0,0,0,0,0,0,65,92,27,45,0,0,3710,3621,28,74,5,0,85,3710,679,671,0,0,8,3031,2944,1,9,5,0,0,72,0,72,1903
2013,Logan County; Oklahoma,42871,21295,21576,2708,2931,2972,3192,3016,5271,5322,6133,3084,2292,3592,1757,601,37.0,32372,30409,7327,5950,32372,15753,16619,5950,2828,3122,42871,41201,1670,41201,35188,3884,1455,451,14,5,40,233,7,12,64,45,89,0,40,083,16,2,0,0,0,2,439,1670,305,1089,82,95,42871,36763,4363,2701,335,5,477,42871,2276,2100,33,9,134,40595,33556,3875,1327,233,2,2,1600,17,1583,17112
2013,Tulsa County; Oklahoma,609610,297282,312328,45272,42442,43010,40651,42637,88396,79017,82375,38826,31912,40393,23927,10752,35.3,454140,430014,93519,75072,454140,217603,236537,75072,31221,43851,609610,564845,44765,564845,439171,62729,28619,13634,32,82,139,14682,2610,2288,823,155,1313,3094,40,143,4399,440,62,23,56,299,19204,44765,5229,27357,2388,3945,609610,478651,74867,62609,18208,969,22020,609610,68260,56386,2243,728,8903,541350,395223,62041,27906,14588,440,866,40286,459,39827,270608
2013,Washington County; Oklahoma,51329,24550,26779,3309,3188,3564,3350,2979,5886,6044,7000,3644,3152,4707,3166,1340,40.5,39205,37382,11006,9213,39205,18434,20771,9213,3964,5249,51329,47524,3805,47524,40539,1304,4369,2241,28,0,0,832,356,132,245,6,48,45,40,147,0,11,11,0,0,0,469,3805,317,3232,33,146,51329,44180,1791,7769,883,32,494,51329,2677,2048,208,0,421,48652,38564,1293,4254,764,11,33,3733,8,3725,23497
2013,Harmon County; Oklahoma,2894,1331,1563,221,209,173,235,147,266,374,386,183,180,270,197,53,40.9,2160,2046,639,520,2160,1030,1130,520,214,306,2894,2793,101,2793,2026,208,61,0,0,0,0,35,0,0,21,0,0,0,40,057,14,0,0,0,0,0,463,101,17,23,0,20,2894,2107,245,104,35,0,504,2894,752,731,0,0,21,2142,1800,186,61,35,0,0,60,0,60,1548
2013,Haskell County; Oklahoma,12849,6338,6511,840,970,839,851,734,1440,1477,1654,703,959,1358,694,330,39.7,9630,9205,2950,2382,9630,4722,4908,2382,1106,1276,12849,11609,1240,11609,9507,101,1766,668,0,0,0,43,0,0,17,5,11,0,40,061,10,4,4,0,0,0,188,1240,2,1117,60,22,12849,10720,131,2916,103,7,218,12849,454,426,3,5,20,12395,9358,101,1747,43,4,0,1142,17,1125,6024
2013,Okmulgee County; Oklahoma,39747,19868,19879,2537,2852,2652,2880,2656,4537,4693,5405,2706,2472,3509,2029,819,39.0,30058,28200,7815,6357,30058,14721,15337,6357,2821,3536,39747,35232,4515,35232,26202,3531,5204,873,0,2,7,116,11,0,33,11,0,49,40,111,12,28,15,13,0,0,151,4515,290,3594,76,379,39747,30268,4273,9291,237,81,221,39747,1366,993,73,0,300,38381,25506,3443,5018,116,28,16,4254,2,4252,17834
2013,Osage County; Oklahoma,47800,24037,23763,2767,3021,3603,3293,2390,5243,5489,7398,3587,3134,4673,2545,657,41.6,36375,34541,9754,7875,36375,18243,18132,7875,3692,4183,47800,44388,3412,44388,31423,5386,7049,2212,0,0,0,83,0,9,41,32,0,0,40,113,1,59,55,0,0,4,388,3412,238,2536,94,235,47800,34490,6039,9978,227,177,496,47800,1447,1215,75,25,132,46353,30821,5333,6801,83,59,3,3253,0,3253,21150
2013,Jefferson County; Oklahoma,6457,3258,3199,422,408,456,419,343,676,730,880,479,420,652,442,130,41.9,4921,4691,1402,1224,4921,2436,2485,1224,565,659,6457,6138,319,6138,5419,32,454,48,0,0,0,4,0,4,0,0,0,0,40,067,0,0,0,0,0,0,229,319,7,256,14,1,6457,5737,59,730,20,2,249,6457,560,519,3,0,38,5897,5155,32,429,4,0,20,257,0,257,3372
2013,Garfield County; Oklahoma,60956,30164,30792,4505,4481,3932,4014,3950,8309,6625,8366,4066,3280,4888,2965,1575,37.0,45694,43108,11197,9428,45694,22478,23216,9428,4078,5350,60956,58509,2447,58509,50725,1761,1302,538,0,26,4,560,36,37,140,14,168,62,40,047,103,1108,37,35,6,1030,3053,2447,351,1118,337,38,60956,52877,2563,2606,960,1344,3267,60956,5750,4897,295,23,535,55206,48459,1690,1283,560,1102,24,2088,13,2075,26839
